author_pid,coauthor_pid,year
07/1560,h/BingshengHe,2009
07/1560,h/BingshengHe,2007
07/1560,h/BingshengHe,2006
07/1560,h/BingshengHe,2006
07/1560,h/BingshengHe,2005
m/CMohan,a/AnastassiaAilamaki,2019
m/CMohan,16/4915,2019
m/CMohan,d/AnHaiDoan,2019
m/CMohan,h/AlonYHalevy,2019
m/CMohan,o/BengChinOoi,2019
m/CMohan,58/4127,2019
m/CMohan,o/BengChinOoi,2019
m/CMohan,a/AmrElAbbadi,2000
m/CMohan,a/AmrElAbbadi,1997
m/CMohan,a/AmrElAbbadi,1996
m/CMohan,a/AmrElAbbadi,1996
m/CMohan,a/AmrElAbbadi,1995
j/CVJawahar,26/2579,2017
j/CVJawahar,26/2579,2016
j/CVJawahar,26/2579,2016
j/CVJawahar,26/2579,2016
j/CVJawahar,26/2579,2016
j/CVJawahar,26/2579,2016
j/CVJawahar,26/2579,2014
j/CVJawahar,26/2579,2013
j/CVJawahar,26/2579,2013
j/CVJawahar,26/2579,2013
j/CVJawahar,26/2579,2012
j/CVJawahar,26/2579,2012
j/CVJawahar,26/2579,2012
j/CVJawahar,26/2579,2012
j/CVJawahar,26/2579,2011
74/20,122/5424-2,2020
74/20,122/5424-2,2020
74/20,17/5910,2014
193/1652,k/BenKao,2020
193/1652,k/BenKao,2020
c/CarloCurino,180/5761,2021
c/CarloCurino,97/919-1,2019
c/CarloCurino,58/4127,2015
c/CarloCurino,75/9436,2013
c/CarloCurino,a/AmrElAbbadi,2013
c/CarloCurino,58/4127,2013
c/CarloCurino,d/AlinDeutsch,2013
c/CarloCurino,45/2495,2013
c/CarloCurino,45/2495,2013
c/CarloCurino,58/4127,2012
c/CarloCurino,58/4127,2012
c/CarloCurino,d/AlinDeutsch,2010
c/CarloCurino,d/AlinDeutsch,2008
17/5910,74/20,2014
17/5910,l/BertramLudascher,2008
17/5910,h/BillHowe,2008
r/CarolinaRuiz,20/3559,2007
r/CarolinaRuiz,20/3559,2006
r/CarolinaRuiz,20/3559,2006
r/CarolinaRuiz,20/3559,2005
45/1559,218/5225,2021
45/1559,218/5225,2020
45/1559,218/5225,2020
45/1559,147/4971,2020
45/1559,218/5225,2020
45/1559,218/5225,2020
45/1559,218/5225,2019
45/1559,147/4971,2019
45/1559,218/5225,2019
45/1559,218/5225,2018
45/1559,218/5225,2018
45/1559,218/5225,2018
45/1559,147/4971,2017
45/1559,147/4971,2017
45/1559,218/5225,2017
45/1559,147/4971,2016
45/1559,147/4971,2016
45/1559,147/4971,2015
45/1559,147/4971,2015
45/1559,147/4971,2015
97/919-1,55/5031,2022
97/919-1,55/5031,2022
97/919-1,46/3522,2021
97/919-1,55/5031,2021
97/919-1,55/5031,2021
97/919-1,55/5031,2021
97/919-1,46/3522,2021
97/919-1,55/5031,2021
97/919-1,55/5031,2021
97/919-1,46/3522,2021
97/919-1,46/3522,2021
97/919-1,55/5031,2021
97/919-1,46/3522,2021
97/919-1,55/5031,2021
97/919-1,55/5031,2020
97/919-1,55/5031,2020
97/919-1,55/5031,2020
97/919-1,46/3522,2020
97/919-1,46/3522,2020
97/919-1,55/5031,2020
97/919-1,55/5031,2020
97/919-1,p/NeoklisPolyzotis,2019
97/919-1,55/5031,2019
97/919-1,46/3522,2019
97/919-1,46/3522,2019
97/919-1,c/CarloCurino,2019
97/919-1,55/5031,2018
97/919-1,55/5031,2017
97/919-1,55/5031,2017
97/919-1,55/5031,2017
97/919-1,55/5031,2017
97/919-1,55/5031,2017
97/919-1,55/5031,2011
97/919-1,55/5031,2010
97/919-1,55/5031,2010
97/919-1,t/AnthonyKHTung,2010
97/919-1,55/5031,2009
97/919-1,55/5031,2009
97/919-1,55/5031,2009
97/919-1,55/5031,2008
122/5424-2,74/20,2020
122/5424-2,74/20,2020
c/CheeYongChan,o/BengChinOoi,2013
c/CheeYongChan,t/AnthonyKHTung,2013
c/CheeYongChan,p/NeoklisPolyzotis,2009
c/CheeYongChan,p/NeoklisPolyzotis,2009
c/CheeYongChan,t/AnthonyKHTung,2006
c/CheeYongChan,t/AnthonyKHTung,2006
c/CheeYongChan,z/AoyingZhou,2002
c/CheeYongChan,o/BengChinOoi,1997
c/CheeYongChan,o/BengChinOoi,1997
c/CheeYongChan,o/BengChinOoi,1992
l/ChenLi1,d/AlinDeutsch,2011
l/ChenLi1,77/5034,2006
l/ChenLi1,t/AnthonyKHTung,2006
l/ChenLi1,t/AnthonyKHTung,2005
